State,Starting Colonies,Maximum Colonies,Lost Colonies,Percent Loss,Added Colonies,Renovated Colonies,Percent Renovated,Year,loss_rate,quarter_label,Season,Region,year_extract_colony,Varroa Mites (Percent),Other pests and parasites (Percent),Diseases (percent),Pesticides (percent),Other (percent),Unknown (percent),year_extract_stressor
New Jersey,18000.0,18000.0,270.0,2.0,120.0,80.0,,2016-Q3,1.5,Q3,Summer,Northeast,2016,20.2,7.1,1.2,8.5,1.3,0.3,2016
New Mexico,6500.0,6500.0,1100.0,17.0,2000.0,1000.0,15.0,2016-Q3,16.923076923076923,Q3,Summer,West,2016,59.5,55.4,55.2,24.1,1.7,0.7,2016
New York,56000.0,56000.0,10000.0,18.0,1900.0,800.0,1.0,2016-Q3,17.857142857142858,Q3,Summer,Northeast,2016,37.4,9.0,5.5,5.2,24.7,2.6,2016
North Carolina,25000.0,25000.0,1400.0,6.0,1400.0,1200.0,5.0,2016-Q3,5.6000000000000005,Q3,Summer,South,2016,27.8,13.4,0.1,2.9,13.4,3.0,2016
North Dakota,510000.0,550000.0,71000.0,13.0,25000.0,104000.0,19.0,2016-Q3,12.909090909090908,Q3,Summer,Midwest,2016,38.0,11.8,6.3,12.9,9.9,3.1,2016
Ohio,21000.0,21000.0,1600.0,8.0,980.0,630.0,3.0,2016-Q3,7.6190476190476195,Q3,Summer,Midwest,2016,60.6,10.6,2.3,2.9,3.6,3.2,2016
Oklahoma,3700.0,3700.0,560.0,15.0,30.0,30.0,1.0,2016-Q3,15.135135135135137,Q3,Summer,South,2016,7.5,6.5,0.3,0.7,1.4,21.8,2016
Oregon,107000.0,112000.0,7500.0,7.0,2900.0,4300.0,4.0,2016-Q3,6.696428571428571,Q3,Summer,West,2016,52.9,18.5,12.5,9.6,5.1,1.5,2016
Pennsylvania,19000.0,22000.0,1300.0,6.0,680.0,780.0,4.0,2016-Q3,5.909090909090909,Q3,Summer,Northeast,2016,27.3,7.7,1.6,4.3,2.8,1.2,2016
South Carolina,13000.0,13500.0,920.0,7.0,990.0,50.0,,2016-Q3,6.814814814814815,Q3,Summer,South,2016,20.4,18.8,0.1,2.6,2.6,1.9,2016
South Dakota,178000.0,191000.0,25000.0,13.0,4200.0,9500.0,5.0,2016-Q3,13.089005235602095,Q3,Summer,Midwest,2016,48.8,19.5,14.2,22.7,4.6,2.8,2016
Tennessee,10000.0,10000.0,950.0,10.0,340.0,290.0,3.0,2016-Q3,9.5,Q3,Summer,South,2016,22.5,23.1,1.3,2.4,6.2,2.0,2016
Texas,129000.0,143000.0,12000.0,8.0,12500.0,810.0,1.0,2016-Q3,8.391608391608392,Q3,Summer,South,2016,47.2,11.4,1.7,31.4,3.7,4.1,2016
Utah,27000.0,33000.0,3200.0,10.0,1200.0,120.0,,2016-Q3,9.696969696969697,Q3,Summer,West,2016,32.1,20.2,0.6,21.8,2.5,1.7,2016
Vermont,6500.0,6500.0,400.0,6.0,170.0,50.0,1.0,2016-Q3,6.153846153846154,Q3,Summer,Northeast,2016,5.6,8.0,1.7,0.0,2.4,0.8,2016
Virginia,8000.0,8000.0,810.0,10.0,460.0,360.0,5.0,2016-Q3,10.125,Q3,Summer,South,2016,39.1,24.1,1.1,2.3,5.3,3.6,2016
Washington,57000.0,74000.0,5000.0,7.0,7500.0,2000.0,3.0,2016-Q3,6.756756756756757,Q3,Summer,West,2016,65.2,1.4,0.9,19.1,4.3,0.1,2016
West Virginia,7500.0,7500.0,190.0,3.0,130.0,220.0,3.0,2016-Q3,2.533333333333333,Q3,Summer,South,2016,41.5,7.1,3.6,0.1,8.1,0.4,2016
Wisconsin,71000.0,75000.0,12000.0,16.0,880.0,640.0,1.0,2016-Q3,16.0,Q3,Summer,Midwest,2016,31.5,13.6,10.8,15.8,5.1,11.1,2016
Wyoming,32000.0,40000.0,7000.0,18.0,1800.0,1000.0,3.0,2016-Q3,17.5,Q3,Summer,West,2016,38.6,3.1,0.5,2.6,3.4,0.3,2016
Other,11880.0,11890.0,1920.0,16.0,1690.0,430.0,4.0,2016-Q3,16.14802354920101,Q3,Summer,Other,2016,7.8,1.6,0.5,0.0,2.3,9.8,2016
Alabama,7000.0,7000.0,610.0,9.0,50.0,10.0,,2016-Q4,8.714285714285715,Q4,Fall,South,2016,12.3,9.9,0.2,2.4,6.7,3.3,2016
Arizona,29000.0,31000.0,6500.0,21.0,4600.0,3100.0,10.0,2016-Q4,20.967741935483872,Q4,Fall,West,2016,98.8,15.5,2.3,6.5,4.3,3.2,2016
Arkansas,28000.0,28000.0,2500.0,9.0,20.0,10.0,,2016-Q4,8.928571428571429,Q4,Fall,South,2016,21.1,4.8,,1.3,1.1,3.3,2016
California,770000.0,1330000.0,205000.0,15.0,40000.0,35000.0,3.0,2016-Q4,15.413533834586465,Q4,Fall,West,2016,41.9,13.7,8.0,9.1,9.6,3.5,2016
Colorado,30000.0,30000.0,4500.0,15.0,2500.0,0.0,0.0,2016-Q4,15.0,Q4,Fall,West,2016,32.4,1.3,0.1,3.1,13.0,0.1,2016
Connecticut,3100.0,3100.0,240.0,8.0,0.0,0.0,0.0,2016-Q4,7.741935483870968,Q4,Fall,Northeast,2016,14.7,6.6,1.1,1.0,5.8,3.2,2016
Florida,255000.0,300000.0,41000.0,14.0,31000.0,11500.0,4.0,2016-Q4,13.666666666666666,Q4,Fall,South,2016,30.9,27.1,7.7,17.0,13.6,6.5,2016
Georgia,96000.0,112000.0,11000.0,10.0,12000.0,450.0,,2016-Q4,9.821428571428571,Q4,Fall,South,2016,43.6,8.6,3.7,7.6,4.1,2.5,2016
Hawaii,13500.0,13500.0,970.0,7.0,60.0,840.0,6.0,2016-Q4,7.185185185185185,Q4,Fall,West,2016,39.9,40.8,0.0,0.1,0.2,0.1,2016
Idaho,121000.0,143000.0,15500.0,11.0,5000.0,420.0,,2016-Q4,10.839160839160838,Q4,Fall,West,2016,31.9,0.8,4.8,0.2,4.2,3.0,2016
Illinois,9000.0,9000.0,720.0,8.0,0.0,0.0,0.0,2016-Q4,8.0,Q4,Fall,Midwest,2016,27.8,11.7,1.2,5.6,3.9,4.8,2016
Indiana,7500.0,7500.0,1200.0,16.0,20.0,0.0,0.0,2016-Q4,16.0,Q4,Fall,Midwest,2016,28.2,9.6,0.2,1.4,1.0,3.8,2016
Iowa,54000.0,54000.0,4700.0,9.0,0.0,20.0,,2016-Q4,8.703703703703704,Q4,Fall,Midwest,2016,18.7,9.8,8.9,9.0,11.4,6.3,2016
Kansas,5000.0,5000.0,1300.0,26.0,200.0,0.0,0.0,2016-Q4,26.0,Q4,Fall,Midwest,2016,29.2,8.3,0.3,3.1,5.1,1.4,2016
Kentucky,7500.0,7500.0,950.0,13.0,60.0,80.0,1.0,2016-Q4,12.666666666666668,Q4,Fall,South,2016,48.2,22.3,3.3,3.0,10.3,5.7,2016
Louisiana,48000.0,57000.0,2000.0,4.0,250.0,340.0,1.0,2016-Q4,3.508771929824561,Q4,Fall,South,2016,2.9,1.0,1.0,0.1,0.7,1.2,2016
Maine,3500.0,3500.0,280.0,8.0,0.0,0.0,0.0,2016-Q4,8.0,Q4,Fall,Northeast,2016,10.7,0.8,0.1,0.0,5.8,0.1,2016
Maryland,7500.0,9500.0,500.0,5.0,20.0,30.0,,2016-Q4,5.263157894736842,Q4,Fall,South,2016,23.8,8.3,4.5,4.6,5.8,0.6,2016
Massachusetts,8000.0,8000.0,740.0,9.0,0.0,0.0,0.0,2016-Q4,9.25,Q4,Fall,Northeast,2016,6.1,2.6,0.4,0.4,0.7,4.2,2016
Michigan,101000.0,101000.0,12500.0,12.0,10.0,130.0,,2016-Q4,12.376237623762377,Q4,Fall,Midwest,2016,23.9,1.5,0.1,2.7,4.0,0.6,2016
Minnesota,113000.0,114000.0,13500.0,12.0,0.0,0.0,0.0,2016-Q4,11.842105263157894,Q4,Fall,Midwest,2016,27.5,7.7,3.1,17.6,5.0,8.9,2016
Mississippi,17500.0,30000.0,2400.0,8.0,330.0,60.0,,2016-Q4,8.0,Q4,Fall,South,2016,21.9,6.0,0.1,0.0,2.1,2.8,2016
Missouri,9000.0,9000.0,590.0,7.0,1400.0,640.0,7.0,2016-Q4,6.555555555555556,Q4,Fall,Midwest,2016,16.1,12.6,0.2,,1.5,0.7,2016
Montana,124000.0,124000.0,16000.0,13.0,2700.0,0.0,0.0,2016-Q4,12.903225806451612,Q4,Fall,West,2016,59.1,39.4,32.9,13.7,33.3,33.1,2016
Nebraska,37000.0,37000.0,4300.0,12.0,190.0,0.0,0.0,2016-Q4,11.621621621621623,Q4,Fall,Midwest,2016,10.5,1.4,0.2,1.2,0.4,1.5,2016
New Jersey,12000.0,12000.0,340.0,3.0,400.0,0.0,0.0,2016-Q4,2.833333333333333,Q4,Fall,Northeast,2016,28.6,11.3,0.4,1.9,3.4,8.6,2016
New Mexico,7000.0,7000.0,1600.0,23.0,1100.0,20.0,,2016-Q4,22.857142857142858,Q4,Fall,West,2016,46.2,0.3,7.2,0.0,0.8,0.3,2016
New York,48000.0,49000.0,9000.0,18.0,240.0,130.0,,2016-Q4,18.367346938775512,Q4,Fall,Northeast,2016,27.8,2.2,3.6,12.5,2.2,2.1,2016
North Carolina,25000.0,25000.0,5500.0,22.0,220.0,50.0,,2016-Q4,22.0,Q4,Fall,South,2016,24.0,7.7,1.8,0.0,12.5,1.3,2016
North Dakota,385000.0,390000.0,44000.0,11.0,13500.0,2500.0,1.0,2016-Q4,11.282051282051283,Q4,Fall,Midwest,2016,23.5,7.9,1.5,0.4,2.6,2.2,2016
Ohio,19500.0,19500.0,2100.0,11.0,20.0,140.0,1.0,2016-Q4,10.76923076923077,Q4,Fall,Midwest,2016,42.0,18.1,0.8,4.2,11.2,10.9,2016
Oklahoma,3100.0,44000.0,2700.0,6.0,120.0,30.0,,2016-Q4,6.136363636363637,Q4,Fall,South,2016,4.9,0.5,,0.1,0.1,0.7,2016
Oregon,98000.0,124000.0,9500.0,8.0,1500.0,1000.0,1.0,2016-Q4,7.661290322580645,Q4,Fall,West,2016,25.5,2.8,13.0,2.8,2.6,1.3,2016
Pennsylvania,21000.0,21000.0,3100.0,15.0,120.0,180.0,1.0,2016-Q4,14.761904761904763,Q4,Fall,Northeast,2016,18.7,2.6,1.0,2.8,4.9,3.1,2016
South Carolina,12000.0,17000.0,1300.0,8.0,760.0,370.0,2.0,2016-Q4,7.647058823529412,Q4,Fall,South,2016,29.0,27.1,23.3,24.6,25.9,1.9,2016
South Dakota,146000.0,146000.0,11000.0,8.0,0.0,2400.0,2.0,2016-Q4,7.534246575342466,Q4,Fall,Midwest,2016,48.9,5.3,0.3,6.0,1.0,0.3,2016
Tennessee,9000.0,9000.0,840.0,9.0,120.0,10.0,,2016-Q4,9.333333333333334,Q4,Fall,South,2016,19.9,21.6,0.0,1.1,2.2,3.1,2016
Texas,136000.0,310000.0,39000.0,13.0,2200.0,650.0,,2016-Q4,12.580645161290322,Q4,Fall,South,2016,33.1,17.5,3.2,3.6,2.8,1.4,2016
Utah,30000.0,30000.0,1600.0,5.0,440.0,50.0,,2016-Q4,5.333333333333334,Q4,Fall,West,2016,26.4,0.1,0.2,0.9,0.7,0.3,2016
Vermont,6500.0,6500.0,260.0,4.0,20.0,10.0,,2016-Q4,4.0,Q4,Fall,Northeast,2016,44.5,41.3,41.2,41.0,0.4,0.0,2016
Virginia,7000.0,7000.0,730.0,10.0,230.0,10.0,,2016-Q4,10.428571428571429,Q4,Fall,South,2016,31.4,19.9,2.0,0.0,1.8,5.1,2016
Washington,65000.0,97000.0,9000.0,9.0,3100.0,130.0,,2016-Q4,9.278350515463918,Q4,Fall,West,2016,21.4,4.6,3.7,9.1,4.5,0.3,2016
West Virginia,7500.0,7500.0,1000.0,13.0,80.0,60.0,1.0,2016-Q4,13.333333333333334,Q4,Fall,South,2016,23.8,2.3,1.1,1.1,4.3,2.8,2016
Wisconsin,59000.0,59000.0,7500.0,13.0,10.0,20.0,,2016-Q4,12.711864406779661,Q4,Fall,Midwest,2016,69.3,12.2,10.0,10.6,10.6,46.2,2016
Wyoming,25000.0,27000.0,2200.0,8.0,50.0,0.0,0.0,2016-Q4,8.148148148148149,Q4,Fall,West,2016,32.2,1.6,3.1,5.2,1.1,0.0,2016
Other,6360.0,6460.0,580.0,9.0,20.0,0.0,0.0,2016-Q4,8.978328173374612,Q4,Fall,Other,2016,24.1,9.3,9.3,9.6,2.3,1.4,2016
Alabama,7000.0,7000.0,1600.0,23.0,570.0,740.0,11.0,2017-Q1,22.857142857142858,Q1,Winter,South,2017,19.9,9.8,0.2,3.2,6.7,9.3,2017
Arizona,31000.0,32000.0,6000.0,19.0,2900.0,0.0,0.0,2017-Q1,18.75,Q1,Winter,West,2017,35.6,2.0,3.8,1.7,6.5,2.1,2017
Arkansas,18000.0,20000.0,3500.0,18.0,430.0,230.0,1.0,2017-Q1,17.5,Q1,Winter,South,2017,31.5,14.6,0.1,0.5,3.0,1.0,2017
California,1170000.0,1470000.0,195000.0,13.0,137000.0,93000.0,6.0,2017-Q1,13.26530612244898,Q1,Winter,West,2017,37.7,12.6,7.5,9.2,6.6,6.3,2017
Colorado,9500.0,21000.0,1100.0,5.0,100.0,0.0,0.0,2017-Q1,5.238095238095238,Q1,Winter,West,2017,17.0,,,0.9,2.6,0.4,2017
Connecticut,3100.0,3100.0,380.0,12.0,100.0,110.0,4.0,2017-Q1,12.258064516129032,Q1,Winter,Northeast,2017,51.5,1.5,0.0,0.0,6.1,5.6,2017
Florida,260000.0,265000.0,30000.0,11.0,78000.0,34000.0,13.0,2017-Q1,11.320754716981133,Q1,Winter,South,2017,37.6,14.8,1.5,14.2,6.2,17.9,2017
Georgia,123000.0,125000.0,14000.0,11.0,25000.0,21000.0,17.0,2017-Q1,11.200000000000001,Q1,Winter,South,2017,35.3,7.0,0.2,2.6,4.4,1.8,2017
Hawaii,13000.0,13000.0,190.0,1.0,510.0,50.0,,2017-Q1,1.4615384615384615,Q1,Winter,West,2017,1.2,2.1,0.2,0.0,0.1,0.1,2017
Idaho,95000.0,99000.0,8500.0,9.0,2000.0,280.0,,2017-Q1,8.585858585858585,Q1,Winter,West,2017,74.2,42.3,42.3,21.2,1.7,0.4,2017
Illinois,11000.0,11000.0,2900.0,26.0,3100.0,150.0,1.0,2017-Q1,26.36363636363636,Q1,Winter,Midwest,2017,21.2,13.1,0.5,3.7,9.9,8.0,2017
Indiana,7000.0,7500.0,1900.0,25.0,1700.0,70.0,1.0,2017-Q1,25.333333333333336,Q1,Winter,Midwest,2017,15.8,8.0,5.2,4.1,10.4,7.1,2017
Iowa,10000.0,15500.0,3000.0,19.0,70.0,0.0,0.0,2017-Q1,19.35483870967742,Q1,Winter,Midwest,2017,33.6,8.3,8.4,12.0,11.9,11.7,2017
Kansas,3800.0,3800.0,1000.0,26.0,930.0,380.0,10.0,2017-Q1,26.31578947368421,Q1,Winter,Midwest,2017,47.2,3.0,0.0,3.6,16.4,14.3,2017
Kentucky,6500.0,7000.0,1300.0,19.0,950.0,430.0,6.0,2017-Q1,18.571428571428573,Q1,Winter,South,2017,31.9,11.5,0.4,3.8,16.0,7.5,2017
Louisiana,44000.0,47000.0,2700.0,6.0,11000.0,1900.0,4.0,2017-Q1,5.74468085106383,Q1,Winter,South,2017,25.8,9.6,0.1,1.8,4.3,1.8,2017
Maine,2700.0,3100.0,1000.0,32.0,100.0,0.0,0.0,2017-Q1,32.25806451612903,Q1,Winter,Northeast,2017,23.9,20.9,30.5,8.1,26.3,0.0,2017
Maryland,9000.0,9000.0,2100.0,23.0,770.0,260.0,3.0,2017-Q1,23.333333333333332,Q1,Winter,South,2017,11.3,3.3,1.0,1.0,11.9,4.3,2017
Massachusetts,3300.0,3300.0,1500.0,45.0,120.0,110.0,3.0,2017-Q1,45.45454545454545,Q1,Winter,Northeast,2017,32.5,5.6,3.0,4.5,10.5,5.6,2017
Michigan,29000.0,59000.0,5000.0,8.0,600.0,130.0,,2017-Q1,8.47457627118644,Q1,Winter,Midwest,2017,7.9,0.3,0.0,1.9,1.1,3.9,2017
Minnesota,27000.0,41000.0,3500.0,9.0,3300.0,0.0,0.0,2017-Q1,8.536585365853659,Q1,Winter,Midwest,2017,2.1,0.4,0.1,0.9,9.0,5.8,2017
Mississippi,31000.0,68000.0,2600.0,4.0,23000.0,7000.0,10.0,2017-Q1,3.823529411764706,Q1,Winter,South,2017,41.7,35.3,,0.1,0.5,1.4,2017
Missouri,7000.0,7500.0,1200.0,16.0,400.0,10.0,,2017-Q1,16.0,Q1,Winter,Midwest,2017,16.6,15.4,0.5,2.7,5.4,5.2,2017
Montana,18500.0,46000.0,470.0,1.0,3100.0,6000.0,13.0,2017-Q1,1.0217391304347825,Q1,Winter,West,2017,34.0,15.1,0.0,2.5,6.0,0.1,2017
Nebraska,7500.0,13000.0,750.0,6.0,120.0,0.0,0.0,2017-Q1,5.769230769230769,Q1,Winter,Midwest,2017,14.8,0.3,0.4,0.0,2.1,1.2,2017
New Jersey,6000.0,6000.0,490.0,8.0,10.0,0.0,0.0,2017-Q1,8.166666666666666,Q1,Winter,Northeast,2017,16.3,0.7,0.3,0.1,0.8,0.6,2017
New Mexico,5500.0,5500.0,2100.0,38.0,3600.0,0.0,0.0,2017-Q1,38.18181818181819,Q1,Winter,West,2017,93.9,0.0,87.4,0.0,2.0,0.0,2017
New York,32000.0,33000.0,6000.0,18.0,520.0,0.0,0.0,2017-Q1,18.181818181818183,Q1,Winter,Northeast,2017,20.4,9.4,9.8,4.4,13.2,10.8,2017
North Carolina,16000.0,23000.0,2500.0,11.0,3700.0,1200.0,5.0,2017-Q1,10.869565217391305,Q1,Winter,South,2017,34.7,17.4,0.2,1.5,7.2,3.9,2017
North Dakota,50000.0,123000.0,640.0,1.0,1100.0,10.0,,2017-Q1,0.5203252032520325,Q1,Winter,Midwest,2017,0.8,0.0,0.0,0.0,0.2,0.2,2017
Ohio,15500.0,17500.0,4400.0,25.0,1300.0,530.0,3.0,2017-Q1,25.142857142857146,Q1,Winter,Midwest,2017,25.8,11.6,0.6,0.1,5.2,16.5,2017
Oklahoma,26000.0,26000.0,550.0,2.0,9500.0,1700.0,7.0,2017-Q1,2.1153846153846154,Q1,Winter,South,2017,11.9,1.0,0.0,0.1,0.5,0.3,2017
Oregon,71000.0,90000.0,8000.0,9.0,7500.0,1400.0,2.0,2017-Q1,8.88888888888889,Q1,Winter,West,2017,28.7,8.5,10.1,9.1,15.4,8.5,2017
Pennsylvania,17000.0,18000.0,4000.0,22.0,810.0,390.0,2.0,2017-Q1,22.22222222222222,Q1,Winter,Northeast,2017,20.9,2.4,0.8,2.9,3.6,7.2,2017
South Carolina,17000.0,17500.0,1600.0,9.0,4700.0,970.0,6.0,2017-Q1,9.142857142857142,Q1,Winter,South,2017,12.6,5.3,0.4,1.1,2.7,1.8,2017
South Dakota,21000.0,48000.0,2700.0,6.0,1500.0,440.0,1.0,2017-Q1,5.625,Q1,Winter,Midwest,2017,2.9,0.0,0.0,0.0,0.2,0.3,2017
Tennessee,8500.0,8500.0,1600.0,19.0,1500.0,160.0,2.0,2017-Q1,18.823529411764707,Q1,Winter,South,2017,28.6,12.6,0.9,2.4,8.1,7.0,2017
Texas,275000.0,340000.0,49000.0,14.0,130000.0,68000.0,20.0,2017-Q1,14.411764705882351,Q1,Winter,South,2017,36.2,22.5,2.0,5.1,3.5,3.6,2017
Utah,16000.0,19000.0,2700.0,14.0,3900.0,60.0,,2017-Q1,14.210526315789473,Q1,Winter,West,2017,38.7,0.0,0.1,0.0,2.0,0.3,2017
Vermont,6500.0,6500.0,440.0,7.0,0.0,0.0,0.0,2017-Q1,6.769230769230769,Q1,Winter,Northeast,2017,6.0,0.7,2.1,0.2,0.9,2.2,2017
Virginia,8000.0,8000.0,1400.0,18.0,1900.0,280.0,4.0,2017-Q1,17.5,Q1,Winter,South,2017,21.4,12.8,2.8,3.2,7.4,8.4,2017
Washington,68000.0,104000.0,9000.0,9.0,8500.0,0.0,0.0,2017-Q1,8.653846153846153,Q1,Winter,West,2017,6.8,0.1,0.0,0.0,8.0,4.4,2017
West Virginia,5500.0,8000.0,800.0,10.0,450.0,100.0,1.0,2017-Q1,10.0,Q1,Winter,South,2017,15.8,1.0,0.2,0.0,11.9,1.3,2017
Wisconsin,17000.0,22000.0,4400.0,20.0,450.0,70.0,,2017-Q1,20.0,Q1,Winter,Midwest,2017,19.0,1.9,1.1,2.0,4.0,10.5,2017
Wyoming,6500.0,17000.0,3600.0,21.0,1300.0,0.0,0.0,2017-Q1,21.176470588235293,Q1,Winter,West,2017,0.2,0.0,0.2,0.0,0.6,,2017
Other,6190.0,6490.0,1540.0,24.0,130.0,50.0,1.0,2017-Q1,23.728813559322035,Q1,Winter,Other,2017,3.4,0.8,6.6,2.6,1.8,2.5,2017
Alabama,6500.0,6500.0,440.0,7.0,1200.0,500.0,8.0,2017-Q2,6.769230769230769,Q2,Spring,South,2017,17.9,13.6,0.0,4.2,9.4,5.3,2017
Arizona,22000.0,22000.0,2600.0,12.0,12500.0,3000.0,14.0,2017-Q2,11.818181818181818,Q2,Spring,West,2017,58.4,15.9,19.7,12.4,20.4,0.7,2017
Arkansas,17000.0,24000.0,1900.0,8.0,6000.0,1300.0,5.0,2017-Q2,7.916666666666666,Q2,Spring,South,2017,19.4,9.6,1.9,3.9,2.7,2.5,2017
California,980000.0,990000.0,90000.0,9.0,160000.0,220000.0,22.0,2017-Q2,9.090909090909092,Q2,Spring,West,2017,38.0,7.7,3.1,13.0,4.8,3.4,2017
Colorado,16500.0,31000.0,4500.0,15.0,8000.0,7500.0,24.0,2017-Q2,14.516129032258066,Q2,Spring,West,2017,31.3,0.8,5.3,3.2,4.6,0.1,2017
Connecticut,3000.0,3000.0,140.0,5.0,2200.0,350.0,12.0,2017-Q2,4.666666666666667,Q2,Spring,Northeast,2017,9.1,0.2,0.0,0.5,1.9,0.7,2017
Florida,245000.0,255000.0,35000.0,14.0,40000.0,50000.0,20.0,2017-Q2,13.725490196078432,Q2,Spring,South,2017,36.5,14.4,6.1,9.0,6.5,18.9,2017
Georgia,130000.0,137000.0,12500.0,9.0,21000.0,31000.0,23.0,2017-Q2,9.124087591240876,Q2,Spring,South,2017,34.1,5.8,1.0,6.6,6.5,2.8,2017
Hawaii,12000.0,12000.0,70.0,1.0,3000.0,920.0,8.0,2017-Q2,0.5833333333333334,Q2,Spring,West,2017,88.9,3.7,,0.0,0.4,0.0,2017
Idaho,61000.0,78000.0,10500.0,13.0,22000.0,31000.0,40.0,2017-Q2,13.461538461538462,Q2,Spring,West,2017,30.5,6.4,4.0,8.3,7.8,4.8,2017
Illinois,11500.0,12000.0,1200.0,10.0,3600.0,1600.0,13.0,2017-Q2,10.0,Q2,Spring,Midwest,2017,11.3,4.3,0.7,3.0,5.6,1.5,2017
Indiana,7500.0,11000.0,1200.0,11.0,3000.0,510.0,5.0,2017-Q2,10.909090909090908,Q2,Spring,Midwest,2017,5.5,2.1,0.1,43.3,8.6,1.2,2017
Iowa,12000.0,23000.0,2400.0,10.0,23000.0,3900.0,17.0,2017-Q2,10.434782608695652,Q2,Spring,Midwest,2017,39.3,27.6,7.5,26.6,8.1,0.9,2017
Kansas,3800.0,6000.0,390.0,7.0,2500.0,870.0,15.0,2017-Q2,6.5,Q2,Spring,Midwest,2017,17.3,8.5,0.7,22.6,1.7,6.4,2017
Kentucky,7000.0,7500.0,900.0,12.0,3100.0,590.0,8.0,2017-Q2,12.0,Q2,Spring,South,2017,25.7,11.6,1.0,4.5,4.3,4.9,2017
Louisiana,56000.0,62000.0,2600.0,4.0,4100.0,8000.0,13.0,2017-Q2,4.193548387096775,Q2,Spring,South,2017,23.2,3.1,0.0,1.6,1.5,0.7,2017
Maine,2200.0,33000.0,910.0,3.0,1100.0,1400.0,4.0,2017-Q2,2.757575757575758,Q2,Spring,Northeast,2017,4.4,4.3,4.1,4.3,2.0,14.8,2017
Maryland,8000.0,9500.0,190.0,2.0,3400.0,930.0,10.0,2017-Q2,2.0,Q2,Spring,South,2017,3.3,6.9,0.8,0.3,2.1,1.1,2017
Massachusetts,2500.0,8000.0,140.0,2.0,1400.0,490.0,6.0,2017-Q2,1.7500000000000002,Q2,Spring,Northeast,2017,14.8,12.5,12.9,11.0,0.4,1.6,2017
Michigan,55000.0,100000.0,7500.0,8.0,20000.0,13500.0,14.0,2017-Q2,7.5,Q2,Spring,Midwest,2017,19.1,7.2,0.2,2.1,0.9,0.5,2017
Minnesota,32000.0,128000.0,12000.0,9.0,19000.0,8500.0,7.0,2017-Q2,9.375,Q2,Spring,Midwest,2017,20.5,4.7,2.3,12.8,6.6,2.2,2017
Mississippi,89000.0,89000.0,3800.0,4.0,5500.0,26000.0,29.0,2017-Q2,4.269662921348314,Q2,Spring,South,2017,14.0,0.9,0.0,1.7,3.7,0.8,2017
Missouri,6500.0,7000.0,270.0,4.0,1800.0,1000.0,14.0,2017-Q2,3.8571428571428568,Q2,Spring,Midwest,2017,13.4,8.9,3.0,1.0,5.1,1.9,2017
Montana,47000.0,135000.0,3700.0,3.0,18000.0,18000.0,13.0,2017-Q2,2.740740740740741,Q2,Spring,West,2017,20.0,4.0,4.2,3.5,4.4,0.6,2017
Nebraska,7500.0,43000.0,1500.0,3.0,7000.0,27000.0,63.0,2017-Q2,3.488372093023256,Q2,Spring,Midwest,2017,50.1,38.4,1.0,37.6,16.0,0.8,2017
New Jersey,5500.0,21000.0,430.0,2.0,1900.0,660.0,3.0,2017-Q2,2.047619047619048,Q2,Spring,Northeast,2017,21.4,5.6,2.3,1.9,0.3,0.8,2017
New Mexico,7000.0,7500.0,1800.0,24.0,3300.0,3900.0,52.0,2017-Q2,24.0,Q2,Spring,West,2017,88.4,0.6,72.9,0.0,35.6,0.6,2017
New York,25000.0,43000.0,1300.0,3.0,16500.0,7500.0,17.0,2017-Q2,3.0232558139534884,Q2,Spring,Northeast,2017,22.2,2.1,2.1,2.0,8.9,0.1,2017
North Carolina,24000.0,25000.0,3000.0,12.0,5000.0,2700.0,11.0,2017-Q2,12.0,Q2,Spring,South,2017,23.4,5.5,2.3,0.8,5.1,1.5,2017
North Dakota,115000.0,450000.0,16000.0,4.0,31000.0,41000.0,9.0,2017-Q2,3.5555555555555554,Q2,Spring,Midwest,2017,29.3,4.0,3.2,5.3,3.2,1.0,2017
Ohio,13500.0,15000.0,1100.0,7.0,7000.0,2500.0,17.0,2017-Q2,7.333333333333333,Q2,Spring,Midwest,2017,45.5,6.4,6.2,10.4,16.6,3.0,2017
Oklahoma,17000.0,17000.0,200.0,1.0,4700.0,1200.0,7.0,2017-Q2,1.1764705882352942,Q2,Spring,South,2017,23.6,2.3,11.2,0.5,7.7,0.3,2017
Oregon,71000.0,92000.0,5000.0,5.0,15500.0,22000.0,24.0,2017-Q2,5.434782608695652,Q2,Spring,West,2017,37.2,10.6,8.8,3.5,15.8,11.3,2017
Pennsylvania,15500.0,17500.0,540.0,3.0,7500.0,2300.0,13.0,2017-Q2,3.085714285714286,Q2,Spring,Northeast,2017,13.5,1.0,0.7,1.5,2.4,1.5,2017
South Carolina,20000.0,20000.0,870.0,4.0,3000.0,3700.0,19.0,2017-Q2,4.35,Q2,Spring,South,2017,24.3,21.7,15.1,18.5,4.1,0.4,2017
South Dakota,30000.0,168000.0,13000.0,8.0,10000.0,23000.0,14.0,2017-Q2,7.738095238095238,Q2,Spring,Midwest,2017,8.7,1.4,1.0,6.4,5.0,3.6,2017
Tennessee,8500.0,9000.0,1300.0,14.0,2600.0,1500.0,17.0,2017-Q2,14.444444444444443,Q2,Spring,South,2017,53.4,25.5,1.0,3.1,10.6,3.9,2017
